transaction_id,customer_id,category,item,price_per_unit,quantity,total_spent,payment_method,location,transaction_date,discount_applied
TXN_6920044,CUST_09,Patisserie,Item_8_Pat,15.5,,,Cash,Online,2024-08-08,True
TXN_6434099,CUST_25,Patisserie,Item_22_Pat,36.5,,,Cash,Online,2024-08-08,
TXN_1539411,CUST_07,Beverages,Item_4_Bev,9.5,,,Cash,In-Store,2024-08-08,
TXN_2736863,CUST_13,Milk Products,Item_23_Milk,38.0,,,Digital Wallet,Online,2024-08-10,True
TXN_5125110,CUST_09,Patisserie,Item_12_Pat,21.5,,,Digital Wallet,In-Store,2024-08-13,False
TXN_3022586,CUST_24,Butchers,Item_14_But,24.5,,,Digital Wallet,In-Store,2024-08-13,True
TXN_2909351,CUST_11,Milk Products,Item_11_Milk,20.0,,,Cash,In-Store,2024-08-14,True
TXN_3652632,CUST_08,Milk Products,Item_4_Milk,9.5,,,Credit Card,In-Store,2024-08-16,True
TXN_9472812,CUST_04,Food,Item_5_Food,11.0,,,Digital Wallet,Online,2024-08-16,
TXN_1814757,CUST_01,Patisserie,Item_2_Pat,6.5,,,Cash,In-Store,2024-08-18,
TXN_8581857,CUST_05,Patisserie,Item_9_Pat,17.0,,,Cash,Online,2024-08-20,
TXN_6493139,CUST_06,Butchers,Item_25_But,41.0,,,Credit Card,In-Store,2024-08-22,False
TXN_7312497,CUST_18,Beverages,Item_7_Bev,14.0,,,Cash,In-Store,2024-08-23,True
TXN_1768505,CUST_21,Food,Item_3_Food,8.0,,,Cash,In-Store,2024-08-24,True
TXN_5034035,CUST_08,Furniture,Item_4_Fur,9.5,,,Credit Card,Online,2024-08-25,False
TXN_4838523,CUST_11,Butchers,Item_13_But,23.0,,,Credit Card,In-Store,2024-08-29,
TXN_8407265,CUST_08,Furniture,Item_25_Fur,41.0,,,Credit Card,In-Store,2024-08-30,
TXN_6901057,CUST_16,Beverages,Item_3_Bev,8.0,,,Credit Card,Online,2024-08-31,
TXN_9637396,CUST_19,Electric Household Essentials,Item_12_Ehe,21.5,,,Cash,Online,2024-09-04,
TXN_2478597,CUST_07,Computers And Electric Accessories,Item_5_Cea,11.0,,,Cash,In-Store,2024-09-06,False
TXN_5328564,CUST_19,Milk Products,Item_21_Milk,35.0,,,Credit Card,Online,2024-09-13,True
TXN_4338398,CUST_07,Food,Item_4_Food,9.5,,,Digital Wallet,Online,2024-09-14,
TXN_9620236,CUST_09,Beverages,Item_20_Bev,33.5,,,Credit Card,Online,2024-09-16,False
TXN_8040299,CUST_24,Computers And Electric Accessories,Item_12_Cea,21.5,,,Digital Wallet,Online,2024-09-16,False
TXN_3988616,CUST_01,Butchers,Item_23_But,38.0,,,Digital Wallet,In-Store,2024-09-17,
TXN_3661385,CUST_25,Butchers,Item_20_But,33.5,,,Digital Wallet,In-Store,2024-09-21,True
TXN_4279575,CUST_18,Furniture,Item_20_Fur,33.5,,,Digital Wallet,In-Store,2024-09-25,False
TXN_9158283,CUST_21,Patisserie,Item_17_Pat,29.0,,,Cash,In-Store,2024-09-26,
TXN_6376357,CUST_16,Butchers,Item_3_But,8.0,,,Cash,Online,2024-09-29,False
TXN_9177662,CUST_15,Furniture,Item_14_Fur,24.5,,,Cash,In-Store,2024-09-30,True
TXN_9074980,CUST_02,Food,Item_5_Food,11.0,,,Credit Card,In-Store,2024-10-07,
TXN_8256476,CUST_07,Computers And Electric Accessories,Item_12_Cea,21.5,,,Cash,In-Store,2024-10-08,True
TXN_6342389,CUST_02,Food,Item_18_Food,30.5,,,Cash,In-Store,2024-10-09,True
TXN_4075359,CUST_06,Furniture,Item_6_Fur,12.5,,,Credit Card,In-Store,2024-10-13,False
TXN_3425314,CUST_09,Butchers,Item_3_But,8.0,,,Cash,In-Store,2024-10-14,False
TXN_8846106,CUST_19,Beverages,Item_24_Bev,39.5,,,Digital Wallet,In-Store,2024-10-16,True
TXN_4801214,CUST_06,Food,Item_22_Food,36.5,,,Cash,Online,2024-10-17,True
TXN_6159311,CUST_02,Beverages,Item_25_Bev,41.0,,,Cash,In-Store,2024-10-18,False
TXN_6522433,CUST_22,Computers And Electric Accessories,Item_11_Cea,20.0,,,Credit Card,In-Store,2024-10-19,
TXN_1376742,CUST_24,Patisserie,Item_9_Pat,17.0,,,Credit Card,Online,2024-10-20,True
TXN_9177670,CUST_25,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,Online,2024-10-20,True
TXN_3071219,CUST_07,Computers And Electric Accessories,Item_22_Cea,36.5,,,Credit Card,Online,2024-10-28,True
TXN_2733918,CUST_25,Food,Item_21_Food,35.0,,,Cash,Online,2024-10-28,
TXN_2126674,CUST_16,Milk Products,Item_24_Milk,39.5,,,Digital Wallet,In-Store,2024-10-29,False
TXN_8635339,CUST_09,Milk Products,Item_5_Milk,11.0,,,Credit Card,In-Store,2024-10-31,False
TXN_9671023,CUST_22,Computers And Electric Accessories,Item_18_Cea,30.5,,,Credit Card,In-Store,2024-11-02,True
TXN_9773979,CUST_05,Computers And Electric Accessories,Item_3_Cea,8.0,,,Digital Wallet,Online,2024-11-04,False
TXN_7612835,CUST_08,Beverages,Item_2_Bev,6.5,,,Credit Card,Online,2024-11-04,
TXN_3359492,CUST_17,Milk Products,Item_3_Milk,8.0,,,Cash,Online,2024-11-05,True
TXN_8838958,CUST_01,Computers And Electric Accessories,Item_8_Cea,15.5,,,Cash,In-Store,2024-11-08,
TXN_7564225,CUST_18,Food,Item_12_Food,21.5,,,Digital Wallet,In-Store,2024-11-09,True
TXN_5172318,CUST_20,Beverages,Item_12_Bev,21.5,,,Credit Card,Online,2024-11-11,
TXN_9963254,CUST_08,Furniture,Item_16_Fur,27.5,,,Credit Card,In-Store,2024-11-14,True
TXN_4258144,CUST_20,Milk Products,Item_4_Milk,9.5,,,Cash,In-Store,2024-11-15,False
TXN_9164821,CUST_24,Food,Item_4_Food,9.5,,,Cash,Online,2024-11-17,
TXN_5007965,CUST_05,Computers And Electric Accessories,Item_14_Cea,24.5,,,Digital Wallet,Online,2024-11-19,True
TXN_7461424,CUST_25,Beverages,Item_16_Bev,27.5,,,Cash,In-Store,2024-11-23,True
TXN_4397672,CUST_04,Beverages,Item_25_Bev,41.0,,,Credit Card,Online,2024-11-28,True
TXN_5041305,CUST_07,Butchers,Item_23_But,38.0,,,Digital Wallet,Online,2024-11-29,
TXN_8925408,CUST_22,Computers And Electric Accessories,Item_21_Cea,35.0,,,Cash,In-Store,2024-11-30,False
TXN_8076264,CUST_19,Furniture,Item_2_Fur,6.5,,,Digital Wallet,In-Store,2024-12-01,
TXN_6677596,CUST_09,Milk Products,Item_16_Milk,27.5,,,Credit Card,In-Store,2024-12-02,True
TXN_5012129,CUST_13,Electric Household Essentials,Item_6_Ehe,12.5,,,Cash,Online,2024-12-04,
TXN_8531399,CUST_18,Patisserie,Item_11_Pat,20.0,,,Cash,Online,2024-12-05,True
TXN_8737677,CUST_24,Butchers,Item_18_But,30.5,,,Cash,In-Store,2024-12-06,False
TXN_4351153,CUST_21,Food,Item_9_Food,17.0,,,Cash,In-Store,2024-12-07,False
TXN_2324094,CUST_18,Computers And Electric Accessories,Item_5_Cea,11.0,,,Credit Card,In-Store,2024-12-07,
TXN_7581231,CUST_18,Milk Products,Item_7_Milk,14.0,,,Credit Card,In-Store,2024-12-09,
TXN_4271313,CUST_12,Patisserie,Item_9_Pat,17.0,,,Cash,Online,2024-12-09,False
TXN_3943422,CUST_19,Patisserie,Item_25_Pat,41.0,,,Credit Card,In-Store,2024-12-09,False
TXN_8883231,CUST_04,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,Online,2024-12-12,True
TXN_4071141,CUST_11,Food,Item_20_Food,33.5,,,Cash,In-Store,2024-12-13,False
TXN_7726623,CUST_11,Beverages,Item_6_Bev,12.5,,,Credit Card,In-Store,2024-12-16,
TXN_5193416,CUST_05,Milk Products,Item_7_Milk,14.0,,,Digital Wallet,Online,2024-12-16,True
TXN_2325423,CUST_12,Food,Item_3_Food,8.0,,,Cash,In-Store,2024-12-17,
TXN_5427219,CUST_04,Milk Products,Item_1_Milk,5.0,,,Cash,In-Store,2024-12-19,True
TXN_8935474,CUST_08,Computers And Electric Accessories,Item_25_Cea,41.0,,,Credit Card,Online,2024-12-26,False
TXN_1276885,CUST_23,Patisserie,Item_1_Pat,5.0,,,Cash,In-Store,2024-12-30,
TXN_6736197,CUST_07,Food,Item_13_Food,23.0,,,Digital Wallet,In-Store,2024-12-31,True
TXN_3311644,CUST_24,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,Online,2025-01-01,
TXN_1499569,CUST_13,Food,Item_17_Food,29.0,,,Credit Card,Online,2025-01-02,
TXN_6771885,CUST_25,Patisserie,Item_3_Pat,8.0,,,Digital Wallet,Online,2025-01-04,False
TXN_3928142,CUST_01,Furniture,Item_21_Fur,35.0,,,Credit Card,In-Store,2025-01-05,
TXN_4245105,CUST_08,Milk Products,Item_19_Milk,32.0,,,Cash,In-Store,2025-01-09,False
TXN_7498795,CUST_10,Furniture,Item_4_Fur,9.5,,,Digital Wallet,In-Store,2025-01-10,
TXN_4206593,CUST_01,Furniture,Item_21_Fur,35.0,,,Digital Wallet,Online,2025-01-13,False
TXN_5238332,CUST_23,Beverages,Item_14_Bev,24.5,,,Digital Wallet,Online,2025-01-15,False
TXN_3047170,CUST_15,Furniture,Item_4_Fur,9.5,,,Cash,Online,2025-01-16,True
TXN_9676475,CUST_19,Computers And Electric Accessories,Item_2_Cea,6.5,,,Digital Wallet,In-Store,2025-01-17,
TXN_1777313,CUST_07,Milk Products,Item_8_Milk,15.5,,,Credit Card,Online,2025-01-18,False
